Sample,Condition,CWI,Workload_Group,Demand,Capacity,Stress,Dediff
ERR1633483,T2D,0.8933453949483414,High,0.49279898784196663,0.5392516765438772,0.15146364521708966,0.13570154859650474
ERR1633484,T2D,0.8959033263802774,High,0.6003532897892024,0.7184633858532303,0.20818741393863227,0.03070904047393458
ERR1633485,T2D,0.8687998726082357,Low,0.5361636025047634,0.7259882794248423,0.4314658566673509,0.18995998754332508
ERR1633487,T2D,0.88328069244174,High,0.5,0.5,0.3,0.2
ERR1633495,T2D,0.9314757217802214,High,0.5,0.5,0.3,0.2
ERR1633501,T2D,0.9262122711245762,High,0.43548802453948754,0.778182287177731,0.013273480740825183,0.13072995208766094
ERR1633504,T2D,0.9262677742257559,High,0.5361395605508414,0.5763049289121918,0.26862601903745137,0.18128621188389601
ERR1633505,T2D,0.919300219516634,High,0.6538036566465969,0.5679543386915723,0.038728412881034846,0.1629628841923612
ERR1633511,T2D,0.8627790709242454,Low,0.49641739608900487,0.7521941565616898,0.15280681342105668,0.017100498907792777
ERR1633512,T2D,0.904951032669303,High,0.5852942618497861,0.5012592400781795,0.6237816311973462,0.0
ERR1633521,T2D,0.8737126445791547,High,0.6564643655814006,0.7296984673233186,0.30889505969673664,0.04398189598030305
ERR1633524,T2D,0.8858607456905183,High,0.23802548959102554,0.7250492850345877,0.2064280019095463,0.17472936051232618
ERR1633526,T2D,0.9030796484358821,High,0.5821902504375224,0.7346448209496975,0.0922255222070694,0.1610370265433465
