diseaseId,diseaseName,geneId,geneSymbol,count,pubmeds_max,score,score_mean,associationType,source,query_disease,query_disease_id
DOID:9352,type 2 diabetes mellitus,7515,XRCC1,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,8471,IRS4,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,8651,SOCS1,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,8835,SOCS2,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,8862,APLN,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9031,BAZ1B,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9055,PRC1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9388,LIPG,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9415,FADS2,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9905,SGSM2,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9941,EXOG,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10396,ATP8A1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10560,SLC19A2,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10580,SORBS1,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10642,IGF2BP1,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10643,IGF2BP3,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10661,KLF1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,11200,CHEK2,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,23261,CAMTA1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,23345,SYNE1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,23409,SIRT4,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,26585,GREM1,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,27445,PCLO,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,51106,TFB1M,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,51129,ANGPTL4,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,51422,PRKAG2,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,55244,SLC47A1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,55327,LIN7C,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,56547,MMP26,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,56606,SLC2A9,1.0,2.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,57178,ZMIZ1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,58158,NEUROD4,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,60412,EXOC4,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,60468,BACH2,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,64122,FN3K,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,64220,STRA6,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,64405,CDH22,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,79191,IRX3,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,80724,ACAD10,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,80781,COL18A1,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,80834,TAS1R2,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,92070,CTBP1-AS2,1.0,1.0,0.0026005720894411,0.0026005720894411,GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,136332,LRGUK,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,326625,MMAB,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,376497,SLC27A1,1.0,2.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,728642,CDK11A,1.0,1.0,0.0026005720894411,0.0026005720894411,Biomarker|GeneticVariation,BeFree|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2133,EXT3,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker|GeneticVariation,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2688,GH1,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2806,GOT2,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker|GeneticVariation,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3120,HLA-DQB2,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker|GeneticVariation,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4813,NIDDM2,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker|GeneticVariation,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,8682,PEA15,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,140913,PPIAP10,1.0,9.0,0.002551541130843,0.002551541130843,Biomarker|GeneticVariation,BeFree,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,359,AQP2,2.0,1.0,0.0025225770647293,0.0024198222920384,Biomarker|GeneticVariation,GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,567,B2M,1.0,1.0,0.0025225770647293,0.0025225770647293,Biomarker,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,823,CAPN1,1.0,1.0,0.0025225770647293,0.0025225770647293,AlteredExpression,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1361,CPB2,1.0,1.0,0.0025225770647293,0.0025225770647293,AlteredExpression,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1586,CYP17A1,1.0,1.0,0.0025225770647293,0.0025225770647293,AlteredExpression,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3689,ITGB2,1.0,1.0,0.0025225770647293,0.0025225770647293,AlteredExpression,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4323,MMP14,1.0,1.0,0.0025225770647293,0.0025225770647293,GeneticVariation,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6476,SI,1.0,1.0,0.0025225770647293,0.0025225770647293,AlteredExpression,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7018,TF,1.0,1.0,0.0025225770647293,0.0025225770647293,AlteredExpression,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7137,TNNI3,1.0,1.0,0.0025225770647293,0.0025225770647293,Biomarker,LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,35,ACADS,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,43,ACHE,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,152,ADRA2C,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,308,ANXA5,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,387,RHOA,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,390,RND3,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,552,AVPR1A,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,624,BDKRB2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,634,CEACAM1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,657,BMPR1A,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,717,C2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,833,CARS,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,867,CBL,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,902,CCNH,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,958,CD40,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1022,CDK7,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1185,CLCN6,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1316,KLF6,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1378,CR1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1380,CR2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1469,CST1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1608,DGKG,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1650,DDOST,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1716,DGUOK,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1806,DPYD,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1812,DRD1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1950,EGF,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1952,CELSR2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2047,EPHB1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2067,ERCC1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2161,F12,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2243,FGA,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2521,FUS,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2620,GAS2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2843,GPR20,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2847,MCHR1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2878,GPX3,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2879,GPX4,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2998,GYS2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3037,HAS2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3038,HAS3,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3084,NRG1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3113,HLA-DPA1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3158,HMGCS2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3176,HNMT,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3283,HSD3B1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3305,HSPA1L,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3399,ID3,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3402,IDDM3,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3403,IDDM4,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3551,IKBKB,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3628,INPP1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3694,ITGB6,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3743,KCNA7,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3744,KCNA10,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3753,KCNE1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3757,KCNH2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3802,KIR2DL1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3938,LCT,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3983,ABLIM1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4091,SMAD6,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4129,MAOB,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4142,MAS1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4158,MC2R,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4209,MEF2D,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4255,MGMT,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4397,MS,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4481,MSR1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4507,MTAP,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4511,TRNC,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4514,COX3,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4528,MTIF2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4539,ND4L,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4541,ND6,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4549,RNR1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4553,TRNA,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4556,TRNE,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4558,TRNF,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4563,TRNG,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4564,TRNH,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4569,TRNM,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4570,TRNN,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4571,TRNP,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4574,TRNS1,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4575,TRNS2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4577,TRNV,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4578,TRNW,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4579,TRNY,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4712,NDUFB6,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4773,NFATC2,1.0,1.0,0.0023170675193475,0.0023170675193475,GeneticVariation,GAD,Type 2 Diabetes Mellitus,C0011860
